wl	n
2.019690	9.697
2.021346	9.703
2.023002	9.708
2.024657	9.713
2.026313	9.719
2.027969	9.724
2.029625	9.730
2.031281	9.735
2.032936	9.741
2.034592	9.746
2.036248	9.752
2.037904	9.757
2.039560	9.763
2.041216	9.768
2.042871	9.774
2.044527	9.780
2.046183	9.785
2.047839	9.791
2.049495	9.797
2.051151	9.802
2.052806	9.808
2.054462	9.814
2.056118	9.820
2.057774	9.825
2.059430	9.831
2.061086	9.837
2.062741	9.843
2.064397	9.849
2.066053	9.854
2.067709	9.860
2.069365	9.866
2.071021	9.872
2.072676	9.878
2.074332	9.884
2.075988	9.890
2.077644	9.896
2.079300	9.902
2.080955	9.908
2.082611	9.914
2.084267	9.920
2.085923	9.926
2.087579	9.932
2.089235	9.938
2.090890	9.944
2.092546	9.950
2.094202	9.957
2.095858	9.963
2.097514	9.969
2.099170	9.975
2.100825	9.981
2.102481	9.988
2.104137	9.994
2.105793	10.000
2.107449	10.006
2.109105	10.013
2.110760	10.019
2.112416	10.025
2.114072	10.032
2.115728	10.038
2.117384	10.045
2.119040	10.051
2.120695	10.057
2.122351	10.064
2.124007	10.070
2.125663	10.077
2.127319	10.083
2.128974	10.090
2.130630	10.096
2.132286	10.103
2.133942	10.109
2.135598	10.116
2.137254	10.123
2.138909	10.129
2.140565	10.136
2.142221	10.142
2.143877	10.149
2.145533	10.156
2.147189	10.163
2.148844	10.169
2.150500	10.176
2.152156	10.183
2.153812	10.189
2.155468	10.196
2.157124	10.203
2.158779	10.210
2.160435	10.217
2.162091	10.223
2.163747	10.230
2.165403	10.237
2.167059	10.244
2.168714	10.251
2.170370	10.258
2.172026	10.265
2.173682	10.272
2.175338	10.279
2.176994	10.286
2.178649	10.293
2.180305	10.300
2.181961	10.307
2.183617	10.314
2.185273	10.321
2.186928	10.328
2.188584	10.335
2.190240	10.342
2.191896	10.349
2.193552	10.356
2.195208	10.364
2.196863	10.371
2.198519	10.378
2.200175	10.385
2.201831	10.392
2.203487	10.400
2.205143	10.407
2.206798	10.414
2.208454	10.421
2.210110	10.429
2.211766	10.436
2.213422	10.443
2.215078	10.451
2.216733	10.458
2.218389	10.465
2.220045	10.473
2.221701	10.480
2.223357	10.488
2.225013	10.495
2.226668	10.502
2.228324	10.510
2.229980	10.517
2.231636	10.525
2.233292	10.532
2.234947	10.540
2.236603	10.547
2.238259	10.555
2.239915	10.562
2.241571	10.570
2.243227	10.578
2.244882	10.585
2.246538	10.593
2.248194	10.600
2.249850	10.608
2.251506	10.616
2.253162	10.623
2.254817	10.631
2.256473	10.639
2.258129	10.646
2.259785	10.654
2.261441	10.662
2.263097	10.670
2.264752	10.677
2.266408	10.685
2.268064	10.693
2.269720	10.701
2.271376	10.709
2.273032	10.716
2.274687	10.724
2.276343	10.732
2.277999	10.740
2.279655	10.748
2.281311	10.756
2.282966	10.764
2.284622	10.772
2.286278	10.780
2.287934	10.788
2.289590	10.795
2.291246	10.803
2.292901	10.811
2.294557	10.819
2.296213	10.827
2.297869	10.835
2.299525	10.844
2.301181	10.852
2.302836	10.860
2.304492	10.868
2.306148	10.876
2.307804	10.884
2.309460	10.892
2.311116	10.900
2.312771	10.908
2.314427	10.916
2.316083	10.925
2.317739	10.933
2.319395	10.941
2.321051	10.949
2.322706	10.957
2.324362	10.966
2.326018	10.974
2.327674	10.982
2.329330	10.990
2.330985	10.999
2.332641	11.007
2.334297	11.015
2.335953	11.024
2.337609	11.032
2.339265	11.040
2.340920	11.049
2.342576	11.057
2.344232	11.065
2.345888	11.074
2.347544	11.082
2.349200	11.090
2.350855	11.099
2.352511	11.107
2.354167	11.116
2.355823	11.124
2.357479	11.133
2.359135	11.141
2.360790	11.150
2.362446	11.158
2.364102	11.167
2.365758	11.175
2.367414	11.184
2.369070	11.192
2.370725	11.201
2.372381	11.209
2.374037	11.218
2.375693	11.226
2.377349	11.235
2.379004	11.243
2.380660	11.252
2.382316	11.261
2.383972	11.269
2.385628	11.278
2.387284	11.287
2.388939	11.295
2.390595	11.304
2.392251	11.313
2.393907	11.321
2.395563	11.330
2.397219	11.339
2.398874	11.347
2.400530	11.356
2.402186	11.365
2.403842	11.374
2.405498	11.382
2.407154	11.391
2.408809	11.400
2.410465	11.409
2.412121	11.418
2.413777	11.426
2.415433	11.435
2.417089	11.444
2.418744	11.453
2.420400	11.462
2.422056	11.471
2.423712	11.479
2.425368	11.488
2.427024	11.497
2.428679	11.506
2.430335	11.515
2.431991	11.524
2.433647	11.533
2.435303	11.542
2.436958	11.551
2.438614	11.560
2.440270	11.569
2.441926	11.578
2.443582	11.587
2.445238	11.596
2.446893	11.605
2.448549	11.614
2.450205	11.623
2.451861	11.632
2.453517	11.641
2.455173	11.650
2.456828	11.659
2.458484	11.668
2.460140	11.677
2.461796	11.686
2.463452	11.695
2.465108	11.704
2.466763	11.713
2.468419	11.722
2.470075	11.731
2.471731	11.741
2.473387	11.750
2.475043	11.759
2.476698	11.768
2.478354	11.777
2.480010	11.786
2.481666	11.795
2.483322	11.805
2.484977	11.814
2.486633	11.823
2.488289	11.832
2.489945	11.841
2.491601	11.851
2.493257	11.860
2.494912	11.869
2.496568	11.878
2.498224	11.888
2.499880	11.897
2.501536	11.906
2.503192	11.915
2.504847	11.925
2.506503	11.934
2.508159	11.943
2.509815	11.953
2.511471	11.962
2.513127	11.971
2.514782	11.981
2.516438	11.990
2.518094	11.999
2.519750	12.009
2.521406	12.018
2.523062	12.027
2.524717	12.037
2.526373	12.046
2.528029	12.055
2.529685	12.065
2.531341	12.074
2.532996	12.084
2.534652	12.093
2.536308	12.102
2.537964	12.112
2.539620	12.121
2.541276	12.131
2.542931	12.140
2.544587	12.150
2.546243	12.159
2.547899	12.168
2.549555	12.178
2.551211	12.187
2.552866	12.197
2.554522	12.206
2.556178	12.216
2.557834	12.225
2.559490	12.235
2.561146	12.244
2.562801	12.254
2.564457	12.263
2.566113	12.273
2.567769	12.283
2.569425	12.292
2.571081	12.302
2.572736	12.311
2.574392	12.321
2.576048	12.330
2.577704	12.340
2.579360	12.350
2.581016	12.359
2.582671	12.369
2.584327	12.378
2.585983	12.388
2.587639	12.398
2.589295	12.407
2.590950	12.417
2.592606	12.426
2.594262	12.436
2.595918	12.446
2.597574	12.455
2.599230	12.465
2.600885	12.475
2.602541	12.484
2.604197	12.494
2.605853	12.504
2.607509	12.513
2.609165	12.523
2.610820	12.533
2.612476	12.542
2.614132	12.552
2.615788	12.562
2.617444	12.572
2.619100	12.581
2.620755	12.591
2.622411	12.601
2.624067	12.610
2.625723	12.620
2.627379	12.630
2.629035	12.640
2.630690	12.649
2.632346	12.659
2.634002	12.669
2.635658	12.679
2.637314	12.688
2.638969	12.698
2.640625	12.708
2.642281	12.718
2.643937	12.728
2.645593	12.737
2.647249	12.747
2.648904	12.757
2.650560	12.767
2.652216	12.777
2.653872	12.786
2.655528	12.796
2.657184	12.806
2.658839	12.816
2.660495	12.826
2.662151	12.836
2.663807	12.845
2.665463	12.855
2.667119	12.865
2.668774	12.875
2.670430	12.885
2.672086	12.895
2.673742	12.905
2.675398	12.915
2.677054	12.924
2.678709	12.934
2.680365	12.944
2.682021	12.954
2.683677	12.964
2.685333	12.974
2.686988	12.984
2.688644	12.994
2.690300	13.004
2.691956	13.014
2.693612	13.023
2.695268	13.033
2.696923	13.043
2.698579	13.053
2.700235	13.063
2.701891	13.073
2.703547	13.083
2.705203	13.093
2.706858	13.103
2.708514	13.113
2.710170	13.123
2.711826	13.133
2.713482	13.143
2.715138	13.153
2.716793	13.163
2.718449	13.173
2.720105	13.183
2.721761	13.193
2.723417	13.203
2.725073	13.213
2.726728	13.223
2.728384	13.233
2.730040	13.243
2.731696	13.253
2.733352	13.263
2.735008	13.273
2.736663	13.283
2.738319	13.293
2.739975	13.303
2.741631	13.313
2.743287	13.323
2.744942	13.333
2.746598	13.343
2.748254	13.353
2.749910	13.363
2.751566	13.373
2.753222	13.383
2.754877	13.393
2.756533	13.403
2.758189	13.414
2.759845	13.424
2.761501	13.434
2.763157	13.444
2.764812	13.454
2.766468	13.464
2.768124	13.474
2.769780	13.484
2.771436	13.494
2.773092	13.504
2.774747	13.514
2.776403	13.524
2.778059	13.535
2.779715	13.545
2.781371	13.555
2.783027	13.565
2.784682	13.575
2.786338	13.585
2.787994	13.595
2.789650	13.605
2.791306	13.615
2.792961	13.626
2.794617	13.636
2.796273	13.646
2.797929	13.656
2.799585	13.666
2.801241	13.676
2.802896	13.686
2.804552	13.697
2.806208	13.707
2.807864	13.717
2.809520	13.727
2.811176	13.737
2.812831	13.747
2.814487	13.758
2.816143	13.768
2.817799	13.778
2.819455	13.788
2.821111	13.798
2.822766	13.808
2.824422	13.819
2.826078	13.829
2.827734	13.839
2.829390	13.849
2.831046	13.859
2.832701	13.869
2.834357	13.880
2.836013	13.890
2.837669	13.900
2.839325	13.910
2.840980	13.920
2.842636	13.931
2.844292	13.941
2.845948	13.951
2.847604	13.961
2.849260	13.972
2.850915	13.982
2.852571	13.992
2.854227	14.002
2.855883	14.012
2.857539	14.023
2.859195	14.033
2.860850	14.043
2.862506	14.053
2.864162	14.064
2.865818	14.074
2.867474	14.084
2.869130	14.094
2.870785	14.104
2.872441	14.115
2.874097	14.125
2.875753	14.135
2.877409	14.145
2.879065	14.156
2.880720	14.166
2.882376	14.176
2.884032	14.186
2.885688	14.197
2.887344	14.207
2.889000	14.217
2.890655	14.228
2.892311	14.238
2.893967	14.248
2.895623	14.258
2.897279	14.269
2.898934	14.279
2.900590	14.289
2.902246	14.299
2.903902	14.310
2.905558	14.320
2.907214	14.330
2.908869	14.341
2.910525	14.351
2.912181	14.361
2.913837	14.371
2.915493	14.382
2.917149	14.392
2.918804	14.402
2.920460	14.413
2.922116	14.423
2.923772	14.433
2.925428	14.443
2.927084	14.454
2.928739	14.464
2.930395	14.474
2.932051	14.485
2.933707	14.495
2.935363	14.505
2.937019	14.516
2.938674	14.526
2.940330	14.536
2.941986	14.547
2.943642	14.557
2.945298	14.567
2.946953	14.578
2.948609	14.588
2.950265	14.598
2.951921	14.608
2.953577	14.619
2.955233	14.629
2.956888	14.639
2.958544	14.650
2.960200	14.660
2.961856	14.670
2.963512	14.681
2.965168	14.691
2.966823	14.701
2.968479	14.712
2.970135	14.722
2.971791	14.732
2.973447	14.743
2.975103	14.753
2.976758	14.764
2.978414	14.774
2.980070	14.784
2.981726	14.795
2.983382	14.805
2.985038	14.815
2.986693	14.826
2.988349	14.836
2.990005	14.846
2.991661	14.857
2.993317	14.867
2.994972	14.877
2.996628	14.888
2.998284	14.898
2.999940	14.908
3.001596	14.919
3.003252	14.929
3.004907	14.940
3.006563	14.950
3.008219	14.960
3.009875	14.971
3.011531	14.981
3.013187	14.991
3.014842	15.002
3.016498	15.012
3.018154	15.022
3.019810	15.033
3.021466	15.043
3.023122	15.054
3.024777	15.064
3.026433	15.074
3.028089	15.085
3.029745	15.095
3.031401	15.105
3.033057	15.116
3.034712	15.126
3.036368	15.137
3.038024	15.147
3.039680	15.157
3.041336	15.168
3.042992	15.178
3.044647	15.188
3.046303	15.199
3.047959	15.209
3.049615	15.220
3.051271	15.230
3.052926	15.240
3.054582	15.251
3.056238	15.261
3.057894	15.272
3.059550	15.282
3.061206	15.292
3.062861	15.303
3.064517	15.313
3.066173	15.324
3.067829	15.334
3.069485	15.344
3.071141	15.355
3.072796	15.365
3.074452	15.376
3.076108	15.386
3.077764	15.396
3.079420	15.407
3.081076	15.417
3.082731	15.428
3.084387	15.438
3.086043	15.448
3.087699	15.459
3.089355	15.469
3.091011	15.480
3.092666	15.490
3.094322	15.500
3.095978	15.511
3.097634	15.521
3.099290	15.532
3.100945	15.542
3.102601	15.552
3.104257	15.563
3.105913	15.573
3.107569	15.584
3.109225	15.594
3.110880	15.604
3.112536	15.615
3.114192	15.625
3.115848	15.636
3.117504	15.646
3.119160	15.657
3.120815	15.667
3.122471	15.677
3.124127	15.688
3.125783	15.698
3.127439	15.709
3.129095	15.719
3.130750	15.729
3.132406	15.740
3.134062	15.750
3.135718	15.761
3.137374	15.771
3.139030	15.782
3.140685	15.792
3.142341	15.802
3.143997	15.813
3.145653	15.823
3.147309	15.834
3.148964	15.844
3.150620	15.854
3.152276	15.865
3.153932	15.875
3.155588	15.886
3.157244	15.896
3.158899	15.907
3.160555	15.917
3.162211	15.927
3.163867	15.938
3.165523	15.948
3.167179	15.959
3.168834	15.969
3.170490	15.980
3.172146	15.990
3.173802	16.000
3.175458	16.011
3.177114	16.021
3.178769	16.032
3.180425	16.042
3.182081	16.053
3.183737	16.063
3.185393	16.073
3.187049	16.084
3.188704	16.094
3.190360	16.105
3.192016	16.115
3.193672	16.126
3.195328	16.136
3.196983	16.146
3.198639	16.157
3.200295	16.167
3.201951	16.178
3.203607	16.188
3.205263	16.199
3.206918	16.209
3.208574	16.219
3.210230	16.230
3.211886	16.240
3.213542	16.251
3.215198	16.261
3.216853	16.272
3.218509	16.282
3.220165	16.292
3.221821	16.303
3.223477	16.313
3.225133	16.324
3.226788	16.334
3.228444	16.345
3.230100	16.355
3.231756	16.365
3.233412	16.376
3.235068	16.386
3.236723	16.397
3.238379	16.407
3.240035	16.418
3.241691	16.428
3.243347	16.438
3.245002	16.449
3.246658	16.459
3.248314	16.470
3.249970	16.480
3.251626	16.491
3.253282	16.501
3.254937	16.511
3.256593	16.522
3.258249	16.532
3.259905	16.543
3.261561	16.553
3.263217	16.564
3.264872	16.574
3.266528	16.584
3.268184	16.595
3.269840	16.605
3.271496	16.616
3.273152	16.626
3.274807	16.637
3.276463	16.647
3.278119	16.658
3.279775	16.668
3.281431	16.678
3.283087	16.689
3.284742	16.699
3.286398	16.710
3.288054	16.720
3.289710	16.731
3.291366	16.741
3.293022	16.751
3.294677	16.762
3.296333	16.772
3.297989	16.783
3.299645	16.793
3.301301	16.804
3.302956	16.814
3.304612	16.824
3.306268	16.835
3.307924	16.845
3.309580	16.856
3.311236	16.866
3.312891	16.877
3.314547	16.887
3.316203	16.897
3.317859	16.908
3.319515	16.918
3.321171	16.929
3.322826	16.939
3.324482	16.950
3.326138	16.960
3.327794	16.970
3.329450	16.981
3.331106	16.991
3.332761	17.002
3.334417	17.012
3.336073	17.023
3.337729	17.033
3.339385	17.043
3.341041	17.054
3.342696	17.064
3.344352	17.075
3.346008	17.085
3.347664	17.096
3.349320	17.106
3.350975	17.116
3.352631	17.127
3.354287	17.137
3.355943	17.148
3.357599	17.158
3.359255	17.169
3.360910	17.179
3.362566	17.189
3.364222	17.200
3.365878	17.210
3.367534	17.221
3.369190	17.231
3.370845	17.242
3.372501	17.252
3.374157	17.262
3.375813	17.273
3.377469	17.283
3.379125	17.294
3.380780	17.304
3.382436	17.315
3.384092	17.325
3.385748	17.335
3.387404	17.346
3.389060	17.356
3.390715	17.367
3.392371	17.377
3.394027	17.388
3.395683	17.398
3.397339	17.408
3.398994	17.419
3.400650	17.429
3.402306	17.440
3.403962	17.450
3.405618	17.460
3.407274	17.471
3.408929	17.481
3.410585	17.492
3.412241	17.502
3.413897	17.513
3.415553	17.523
3.417209	17.533
3.418864	17.544
3.420520	17.554
3.422176	17.565
3.423832	17.575
3.425488	17.586
3.427144	17.596
3.428799	17.606
3.430455	17.617
3.432111	17.627
3.433767	17.638
3.435423	17.648
3.437079	17.658
3.438734	17.669
3.440390	17.679
3.442046	17.690
3.443702	17.700
3.445358	17.711
3.447014	17.721
3.448669	17.731
3.450325	17.742
3.451981	17.752
3.453637	17.763
3.455293	17.773
3.456948	17.783
3.458604	17.794
3.460260	17.804
3.461916	17.815
3.463572	17.825
3.465228	17.835
3.466883	17.846
3.468539	17.856
3.470195	17.867
3.471851	17.877
3.473507	17.887
3.475163	17.898
3.476818	17.908
3.478474	17.919
3.480130	17.929
3.481786	17.940
3.483442	17.950
3.485098	17.960
3.486753	17.971
3.488409	17.981
3.490065	17.992
3.491721	18.002
3.493377	18.012
3.495033	18.023
3.496688	18.033
3.498344	18.044
3.500000	18.054
